category,question,context,answer
Risk Factors,What is chronic liver disease risk number?,"The most common comorbidities were respectively hypertension (18.5 %, CI 12.7-24.4), 246 cardiovascular diseases (14.9 %, CI 6.0-23.8), diabetes (10.8 %, CI 8.3-13.3), chronic liver 247 disease (8.1, CI 4.6-11.6) and smoking (8.0%, CI 2.3-13.6) ",8.1
Risk Factors,What is chronic liver disease risk number?,"In contrast, high blood pressure increases the estimated hazard by 38% (HR=1.378, 95% CI: 1.086-1.749), immune suppression by 70% (HR=1.696, 95% CI: 1.148-2.505), diabetes by 73% (HR=1.730, 95% CI: 36.0-120.2), COPD by 77% (HR=1.770, 95% CI: 1.269-2.469), obesity by 78% (HR=1.776, 95% CI: 1.415-2.231), and chronic liver disease by 168% (HR=2.679, 95% CI: 1.789-4.014).",HR=2.679
Risk Factors,What is chronic liver disease risk number?,"The higher likelihood of deaths was found among COVID-19 patients who had pre-existing cardiovascular system diseases (OR: 3.32, 95% CI: 2.79-3.95), immune and metabolic disorders (OR: 2.39, 95% CI: 2.00-2.85), respiratory diseases (OR: 2.02, 95% CI: 1.80-2.26), cerebrovascular system diseases (OR: 4.12, 95% CI: 3.04-5.58), any types of cancers (OR: 2.22, 95% CI: 1.63-3.03), renal (OR: 3.02, 95% CI: 2.60-3.52), and liver system diseases (OR: 1.44, 95% CI: 1.21-1.71).",1.44
Risk Factors,What is chronic liver disease range minimum?,chronic liver disease at baseline was 3% (95% CI 2%-4%; I2 = 29.1%),2%
Risk Factors,What is chronic liver disease range minimum?,"The most common comorbidities were respectively hypertension (18.5 %, CI 12.7-24.4), 246 cardiovascular diseases (14.9 %, CI 6.0-23.8), diabetes (10.8 %, CI 8.3-13.3), chronic liver 247 disease (8.1, CI 4.6-11.6) and smoking (8.0%, CI 2.3-13.6) ",4.6
Risk Factors,What is chronic liver disease range minimum?,"In contrast, high blood pressure increases the estimated hazard by 38% (HR=1.378, 95% CI: 1.086-1.749), immune suppression by 70% (HR=1.696, 95% CI: 1.148-2.505), diabetes by 73% (HR=1.730, 95% CI: 36.0-120.2), COPD by 77% (HR=1.770, 95% CI: 1.269-2.469), obesity by 78% (HR=1.776, 95% CI: 1.415-2.231), and chronic liver disease by 168% (HR=2.679, 95% CI: 1.789-4.014).",1.789
Risk Factors,What is chronic liver disease range maximum?,chronic liver disease at baseline was 3% (95% CI 2%-4%; I2 = 29.1%),4%
Risk Factors,What is chronic liver disease range maximum?,"The most common comorbidities were respectively hypertension (18.5 %, CI 12.7-24.4), 246 cardiovascular diseases (14.9 %, CI 6.0-23.8), diabetes (10.8 %, CI 8.3-13.3), chronic liver 247 disease (8.1, CI 4.6-11.6) and smoking (8.0%, CI 2.3-13.6) ",11.6
Risk Factors,What is chronic liver disease range maximum?,"In contrast, high blood pressure increases the estimated hazard by 38% (HR=1.378, 95% CI: 1.086-1.749), immune suppression by 70% (HR=1.696, 95% CI: 1.148-2.505), diabetes by 73% (HR=1.730, 95% CI: 36.0-120.2), COPD by 77% (HR=1.770, 95% CI: 1.269-2.469), obesity by 78% (HR=1.776, 95% CI: 1.415-2.231), and chronic liver disease by 168% (HR=2.679, 95% CI: 1.789-4.014).",4.014
Risk Factors,What is chronic kidney disease risk number?,"Comorbidities with pooled OR larger than 2 included CKD (6.02; 95% CI, 2.19-16.51; n = 4; I 2 = 0), COPD (5.32; 95% CI, 2.61-10.85; n = 6; I 2 = 0%), cerebrovascular diseases (3.19 ; 95% CI, 1.51-6.77; n = 6; I 2 = 0%), tumor (3.21; 95% CI, 1.42-7.24; n = 4; I 2 = 30%), diabetes (2.49; 95% CI, 1.82-3.4; n = 10; I 2 = 44%) and hypertension (2.06; 95% CI, 1.61-2.62; n = 10; I 2 = 36%)",6.02
Risk Factors,What is chronic kidney disease risk number?,"chronic kidney disease (CKD, OR = 6.017; 95% CI, 2.192-16.514)",6.017
Risk Factors,What is chronic kidney disease risk number?,Kidney disease OR (95% CI) 0.07 (0.01 - 1.06) p value 0.06,0.07
Risk Factors,What is chronic kidney disease risk number?,Children with kidney failure (chronic kidney disease (CKD) stage 5) are at significant risk for COVID-19.,
Risk Factors,What is chronic kidney disease risk number?,Chronic kidney disease was defined as GFR <60 mL/min/1.73 m 2 ,
Risk Factors,What is chronic kidney disease risk number?,"Studies have shown that this virus causes worse outcomes and a higher mortality rate in older adults and those with comorbidities such as hypertension, cardiovascular disease, diabetes, chronic respiratory disease, and chronic kidney disease (CKD)",
Risk Factors,What is chronic kidney disease range minimum?,"Comorbidities with pooled OR larger than 2 included CKD (6.02; 95% CI, 2.19-16.51; n = 4; I 2 = 0), COPD (5.32; 95% CI, 2.61-10.85; n = 6; I 2 = 0%), cerebrovascular diseases (3.19 ; 95% CI, 1.51-6.77; n = 6; I 2 = 0%), tumor (3.21; 95% CI, 1.42-7.24; n = 4; I 2 = 30%), diabetes (2.49; 95% CI, 1.82-3.4; n = 10; I 2 = 44%) and hypertension (2.06; 95% CI, 1.61-2.62; n = 10; I 2 = 36%)",2.19
Risk Factors,What is chronic kidney disease range minimum?,"chronic kidney disease (CKD, OR = 6.017; 95% CI, 2.192-16.514)",2.192
Risk Factors,What is chronic kidney disease range minimum?,Kidney disease OR (95% CI) 0.07 (0.01 - 1.06) p value 0.06,0.01
Risk Factors,What is chronic kidney disease range minimum?,Children with kidney failure (chronic kidney disease (CKD) stage 5) are at significant risk for COVID-19.,
Risk Factors,What is chronic kidney disease range minimum?,Chronic kidney disease was defined as GFR <60 mL/min/1.73 m 2 ,
Risk Factors,What is chronic kidney disease range minimum?,"Studies have shown that this virus causes worse outcomes and a higher mortality rate in older adults and those with comorbidities such as hypertension, cardiovascular disease, diabetes, chronic respiratory disease, and chronic kidney disease (CKD)",
Risk Factors,What is chronic kidney disease range maximum?,"Comorbidities with pooled OR larger than 2 included CKD (6.02; 95% CI, 2.19-16.51; n = 4; I 2 = 0), COPD (5.32; 95% CI, 2.61-10.85; n = 6; I 2 = 0%), cerebrovascular diseases (3.19 ; 95% CI, 1.51-6.77; n = 6; I 2 = 0%), tumor (3.21; 95% CI, 1.42-7.24; n = 4; I 2 = 30%), diabetes (2.49; 95% CI, 1.82-3.4; n = 10; I 2 = 44%) and hypertension (2.06; 95% CI, 1.61-2.62; n = 10; I 2 = 36%)",16.51
Risk Factors,What is chronic kidney disease range maximum?,"chronic kidney disease (CKD, OR = 6.017; 95% CI, 2.192-16.514)",16.514
Risk Factors,What is chronic kidney disease range maximum?,Kidney disease OR (95% CI) 0.07 (0.01 - 1.06) p value 0.06,1.06
Risk Factors,What is chronic kidney disease range maximum?,Children with kidney failure (chronic kidney disease (CKD) stage 5) are at significant risk for COVID-19.,
Risk Factors,What is chronic kidney disease range maximum?,Chronic kidney disease was defined as GFR <60 mL/min/1.73 m 2 ,
Risk Factors,What is chronic kidney disease range maximum?,"Studies have shown that this virus causes worse outcomes and a higher mortality rate in older adults and those with comorbidities such as hypertension, cardiovascular disease, diabetes, chronic respiratory disease, and chronic kidney disease (CKD)",
Risk Factors,What is chronic kidney disease p-value?,"Comorbidities with pooled OR larger than 2 included CKD (6.02; 95% CI, 2.19-16.51; n = 4; I 2 = 0), COPD (5.32; 95% CI, 2.61-10.85; n = 6; I 2 = 0%), cerebrovascular diseases (3.19 ; 95% CI, 1.51-6.77; n = 6; I 2 = 0%), tumor (3.21; 95% CI, 1.42-7.24; n = 4; I 2 = 30%), diabetes (2.49; 95% CI, 1.82-3.4; n = 10; I 2 = 44%) and hypertension (2.06; 95% CI, 1.61-2.62; n = 10; I 2 = 36%)",
Risk Factors,What is chronic kidney disease p-value?,"chronic kidney disease (CKD, OR = 6.017; 95% CI, 2.192-16.514)",
Risk Factors,What is chronic kidney disease p-value?,Kidney disease OR (95% CI) 0.07 (0.01 - 1.06) p value 0.06,p value 0.06
Risk Factors,What is chronic kidney disease p-value?,Children with kidney failure (chronic kidney disease (CKD) stage 5) are at significant risk for COVID-19.,
Risk Factors,What is chronic kidney disease p-value?,Chronic kidney disease was defined as GFR <60 mL/min/1.73 m 2 ,
Risk Factors,What is chronic kidney disease p-value?,"Studies have shown that this virus causes worse outcomes and a higher mortality rate in older adults and those with comorbidities such as hypertension, cardiovascular disease, diabetes, chronic respiratory disease, and chronic kidney disease (CKD)",
Risk Factors,What is COPD risk number?,chronic obstructive pulmonary disease (RR 4.01; 95% CI 3.18-5.05),RR 4.01
Risk Factors,What is COPD risk number?,"COPD (6.42, 95% CI 2.44–16.9),",6.42
Risk Factors,What is COPD risk number?,"COPD was the strongest predictive comorbidity for severe disease (pOR 6.42, 95% CI 2.44–16.9)",pOR 6.42
Risk Factors,What is COPD risk number?,"Severe or critical cases were associated with an increased mortality risk of 10 (95% CI 5.3 to 14.6; p<0.001).The presence of any comorbidities increased the mortality risk (hazards ratio (HR) 3.1, 95% CI 1.6 to 5.8; p=0.001), with COPD (HR 3.1, 95%CI 1.8 to 5.4 ; p< 0.001) and chronic renal failure (HR 4.2, 95% CI 1.7 to 10.5; p=0.002), being the most important comorbidities ( Table 2 ).",HR 3.1
Risk Factors,What is COPD risk number?,COPD=chronic obstructive pulmonary disease. ,
Risk Factors,What is COPD risk number?,Rationale: Smokers and patients with chronic obstructive pulmonary disease (COPD) are at increased risk for severe Coronavirus Disease 2019 (COVID-19),
Risk Factors,What is COPD range minimum?,chronic obstructive pulmonary disease (RR 4.01; 95% CI 3.18-5.05),3.18
Risk Factors,What is COPD range minimum?,"COPD (6.42, 95% CI 2.44–16.9),",2.44
Risk Factors,What is COPD range minimum?,"COPD was the strongest predictive comorbidity for severe disease (pOR 6.42, 95% CI 2.44–16.9)",2.44
Risk Factors,What is COPD range minimum?,"Severe or critical cases were associated with an increased mortality risk of 10 (95% CI 5.3 to 14.6; p<0.001).The presence of any comorbidities increased the mortality risk (hazards ratio (HR) 3.1, 95% CI 1.6 to 5.8; p=0.001), with COPD (HR 3.1, 95%CI 1.8 to 5.4 ; p< 0.001) and chronic renal failure (HR 4.2, 95% CI 1.7 to 10.5; p=0.002), being the most important comorbidities ( Table 2 ).",1.8
Risk Factors,What is COPD range minimum?,COPD=chronic obstructive pulmonary disease. ,
Risk Factors,What is COPD range minimum?,Rationale: Smokers and patients with chronic obstructive pulmonary disease (COPD) are at increased risk for severe Coronavirus Disease 2019 (COVID-19),
Risk Factors,What is COPD range maximum?,chronic obstructive pulmonary disease (RR 4.01; 95% CI 3.18-5.05),5.05
Risk Factors,What is COPD range maximum?,"COPD (6.42, 95% CI 2.44–16.9),",16.9
Risk Factors,What is COPD range maximum?,"COPD was the strongest predictive comorbidity for severe disease (pOR 6.42, 95% CI 2.44–16.9)",16.9
Risk Factors,What is COPD range maximum?,"Severe or critical cases were associated with an increased mortality risk of 10 (95% CI 5.3 to 14.6; p<0.001).The presence of any comorbidities increased the mortality risk (hazards ratio (HR) 3.1, 95% CI 1.6 to 5.8; p=0.001), with COPD (HR 3.1, 95%CI 1.8 to 5.4 ; p< 0.001) and chronic renal failure (HR 4.2, 95% CI 1.7 to 10.5; p=0.002), being the most important comorbidities ( Table 2 ).",5.4
Risk Factors,What is COPD range maximum?,chronic obstructive pulmonary disease (RR 4.01; 95% CI 3.18-5.05),
Risk Factors,What is COPD range maximum?,Rationale: Smokers and patients with chronic obstructive pulmonary disease (COPD) are at increased risk for severe Coronavirus Disease 2019 (COVID-19),
Risk Factors,What is COPD p-value?,"Severe or critical cases were associated with an increased mortality risk of 10 (95% CI 5.3 to 14.6; p<0.001).The presence of any comorbidities increased the mortality risk (hazards ratio (HR) 3.1, 95% CI 1.6 to 5.8; p=0.001), with COPD (HR 3.1, 95%CI 1.8 to 5.4 ; p< 0.001) and chronic renal failure (HR 4.2, 95% CI 1.7 to 10.5; p=0.002), being the most important comorbidities ( Table 2 ).",p< 0.001
Risk Factors,What is dementia risk number?,"However, in adjusted models, COVID-19 patients were more likely than other participants to have pre-existing dementia (OR=3.07 95% CI 1.71 to 5.50), COPD (OR= 1.82 CI 1.33 to 2.49), depression (OR=1.81 CI 1.36 to 2.40), type 2 diabetes (OR=1.70 CI 1.30 to 2.21), chronic kidney disease and atrial fibrillation. ",OR=3.07
Risk Factors,What is dementia risk number?,"Globally, more than 50 million people have dementia, and one new case occurs every 3 s.3",
Risk Factors,What is dementia range minimum?,"However, in adjusted models, COVID-19 patients were more likely than other participants to have pre-existing dementia (OR=3.07 95% CI 1.71 to 5.50), COPD (OR= 1.82 CI 1.33 to 2.49), depression (OR=1.81 CI 1.36 to 2.40), type 2 diabetes (OR=1.70 CI 1.30 to 2.21), chronic kidney disease and atrial fibrillation. ",1.71
Risk Factors,What is dementia range minimum?,"Globally, more than 50 million people have dementia, and one new case occurs every 3 s.3",
Risk Factors,What is dementia range maximum?,"However, in adjusted models, COVID-19 patients were more likely than other participants to have pre-existing dementia (OR=3.07 95% CI 1.71 to 5.50), COPD (OR= 1.82 CI 1.33 to 2.49), depression (OR=1.81 CI 1.36 to 2.40), type 2 diabetes (OR=1.70 CI 1.30 to 2.21), chronic kidney disease and atrial fibrillation. ",5.50
Risk Factors,What is dementia range maximum?,"Globally, more than 50 million people have dementia, and one new case occurs every 3 s.3",
Risk Factors,What is dementia p-value?,"However, in adjusted models, COVID-19 patients were more likely than other participants to have pre-existing dementia (OR=3.07 95% CI 1.71 to 5.50), COPD (OR= 1.82 CI 1.33 to 2.49), depression (OR=1.81 CI 1.36 to 2.40), type 2 diabetes (OR=1.70 CI 1.30 to 2.21), chronic kidney disease and atrial fibrillation. ",
Risk Factors,What is dementia p-value?,"Globally, more than 50 million people have dementia, and one new case occurs every 3 s.3",
Risk Factors,What is diabetes risk number?,"found hypertension to have an odds ratio (OR) of 3.05 (95% CI, 1.57 to 5.92; p < 0.006), diabetes with OR of 2.85 (95% CI, 1.35 to 6.05; p < 0.001), whereas presence of coronary artery disease had an OR of 21.40 (95% CI, 4.64 to 98.76; p < 0.0001) for in-hospital mortality, in an univariate analysis .",OR of 2.85
Risk Factors,What is diabetes risk number?,"A large meta-analysis of over 45,000 patients in China showed the most common co-morbidities were HTN (17±7%, 95% CI 14 -22%), diabetes mellitus (8±4% 95% CI 6-11%), and cardiovascular disease (5±4%, 95% CI 4-7%) 31 .",8±4%
Risk Factors,What is diabetes risk number?,"diabetes mellitus (OR, 2.04; 95% CI, 1.54 - 2.70)","OR, 2.04"
Risk Factors,What is diabetes risk number?,"The univariate analysis indicated that age (OR = 1.09, 95% CI, 1.06-1.13, P < 0.0001), BMI (OR = 1.15, 95% CI, 1.01-1.30, P = 0.0328), Hypertension (OR = 3.94, 95%CI, 1.82-8.53, P = 0.0005), Diabetes (OR = 3.30, 95% CI, 1.24-8.77, P = 0.0168)",OR = 3.30
Risk Factors,What is diabetes risk number?,"found diabetes to have an OR of 2.85 (95% CI, 1.35 to 6.05; p < 0.001) for in-hospital mortality. the odds ratio (OR) of severe COVID-19 was not significantly higher in patients with diabetes (OR, 2.07; 95% CI, 0.89 to 4.82), unlike hypertension (OR, 2.36; 95% CI, 1.46 to 3.83) and CVD (OR, 3.42; 95% CI, 1.88 to 6.22). demonstrated a HR of 1.58 (95% CI, 0.80 to 3.13, p = 0.19) for death in patients with diabetes with COVID-19. ",OR of 2.85
Risk Factors,What is diabetes range minimum?,"found hypertension to have an odds ratio (OR) of 3.05 (95% CI, 1.57 to 5.92; p < 0.006), diabetes with OR of 2.85 (95% CI, 1.35 to 6.05; p < 0.001), whereas presence of coronary artery disease had an OR of 21.40 (95% CI, 4.64 to 98.76; p < 0.0001) for in-hospital mortality, in an univariate analysis .",1.35
Risk Factors,What is diabetes range minimum?,"A large meta-analysis of over 45,000 patients in China showed the most common co-morbidities were HTN (17±7%, 95% CI 14 -22%), diabetes mellitus (8±4% 95% CI 6-11%), and cardiovascular disease (5±4%, 95% CI 4-7%) 31 .",6
Risk Factors,What is diabetes range minimum?,"diabetes mellitus (OR, 2.04; 95% CI, 1.54 - 2.70)",1.54
Risk Factors,What is diabetes range minimum?,"The univariate analysis indicated that age (OR = 1.09, 95% CI, 1.06-1.13, P < 0.0001), BMI (OR = 1.15, 95% CI, 1.01-1.30, P = 0.0328), Hypertension (OR = 3.94, 95%CI, 1.82-8.53, P = 0.0005), Diabetes (OR = 3.30, 95% CI, 1.24-8.77, P = 0.0168)",1.24
Risk Factors,What is diabetes range minimum?,"found diabetes to have an OR of 2.85 (95% CI, 1.35 to 6.05; p < 0.001) for in-hospital mortality. the odds ratio (OR) of severe COVID-19 was not significantly higher in patients with diabetes (OR, 2.07; 95% CI, 0.89 to 4.82), unlike hypertension (OR, 2.36; 95% CI, 1.46 to 3.83) and CVD (OR, 3.42; 95% CI, 1.88 to 6.22). demonstrated a HR of 1.58 (95% CI, 0.80 to 3.13, p = 0.19) for death in patients with diabetes with COVID-19. ",1.35
Risk Factors,What is diabetes range maximum?,"found hypertension to have an odds ratio (OR) of 3.05 (95% CI, 1.57 to 5.92; p < 0.006), diabetes with OR of 2.85 (95% CI, 1.35 to 6.05; p < 0.001), whereas presence of coronary artery disease had an OR of 21.40 (95% CI, 4.64 to 98.76; p < 0.0001) for in-hospital mortality, in an univariate analysis .",6.05
Risk Factors,What is diabetes range maximum?,"A large meta-analysis of over 45,000 patients in China showed the most common co-morbidities were HTN (17±7%, 95% CI 14 -22%), diabetes mellitus (8±4% 95% CI 6-11%), and cardiovascular disease (5±4%, 95% CI 4-7%) 31 .",11
Risk Factors,What is diabetes range maximum?,"diabetes mellitus (OR, 2.04; 95% CI, 1.54 - 2.70)",2.70
Risk Factors,What is diabetes range maximum?,"The univariate analysis indicated that age (OR = 1.09, 95% CI, 1.06-1.13, P < 0.0001), BMI (OR = 1.15, 95% CI, 1.01-1.30, P = 0.0328), Hypertension (OR = 3.94, 95%CI, 1.82-8.53, P = 0.0005), Diabetes (OR = 3.30, 95% CI, 1.24-8.77, P = 0.0168)",8.77
Risk Factors,What is diabetes range maximum?,"found diabetes to have an OR of 2.85 (95% CI, 1.35 to 6.05; p < 0.001) for in-hospital mortality. the odds ratio (OR) of severe COVID-19 was not significantly higher in patients with diabetes (OR, 2.07; 95% CI, 0.89 to 4.82), unlike hypertension (OR, 2.36; 95% CI, 1.46 to 3.83) and CVD (OR, 3.42; 95% CI, 1.88 to 6.22). demonstrated a HR of 1.58 (95% CI, 0.80 to 3.13, p = 0.19) for death in patients with diabetes with COVID-19. ",6.05
Risk Factors,What is diabetes p-value?,"found hypertension to have an odds ratio (OR) of 3.05 (95% CI, 1.57 to 5.92; p < 0.006), diabetes with OR of 2.85 (95% CI, 1.35 to 6.05; p < 0.001), whereas presence of coronary artery disease had an OR of 21.40 (95% CI, 4.64 to 98.76; p < 0.0001) for in-hospital mortality, in an univariate analysis .",p < 0.001
Risk Factors,What is diabetes p-value?,"A large meta-analysis of over 45,000 patients in China showed the most common co-morbidities were HTN (17±7%, 95% CI 14 -22%), diabetes mellitus (8±4% 95% CI 6-11%), and cardiovascular disease (5±4%, 95% CI 4-7%) 31 .",
Risk Factors,What is diabetes p-value?,"diabetes mellitus (OR, 2.04; 95% CI, 1.54 - 2.70)",
Risk Factors,What is diabetes p-value?,"The univariate analysis indicated that age (OR = 1.09, 95% CI, 1.06-1.13, P < 0.0001), BMI (OR = 1.15, 95% CI, 1.01-1.30, P = 0.0328), Hypertension (OR = 3.94, 95%CI, 1.82-8.53, P = 0.0005), Diabetes (OR = 3.30, 95% CI, 1.24-8.77, P = 0.0168)",P = 0.0168
Risk Factors,What is diabetes p-value?,"found diabetes to have an OR of 2.85 (95% CI, 1.35 to 6.05; p < 0.001) for in-hospital mortality. the odds ratio (OR) of severe COVID-19 was not significantly higher in patients with diabetes (OR, 2.07; 95% CI, 0.89 to 4.82), unlike hypertension (OR, 2.36; 95% CI, 1.46 to 3.83) and CVD (OR, 3.42; 95% CI, 1.88 to 6.22). demonstrated a HR of 1.58 (95% CI, 0.80 to 3.13, p = 0.19) for death in patients with diabetes with COVID-19. ",p < 0.001
Risk Factors,What is endocrine disease risk number?,"Cardiovascular, digestive and endocrine system diseases were commonly reported",
Risk Factors,What is endocrine disease range minimum?,"Cardiovascular, digestive and endocrine system diseases were commonly reported",
Risk Factors,What is endocrine disease range maximum?,"Cardiovascular, digestive and endocrine system diseases were commonly reported",
Risk Factors,What is endocrine disease p-value?,"Cardiovascular, digestive and endocrine system diseases were commonly reported",
Risk Factors,What is Ethnicity Hispanic vs. non-Hispanic risk number?,"In the fully adjusted model, African American race (vs. White; aOR, CI: 1.84, 1.49-2.27) and Hispanic ethnicity (vs. non-Hispanic; aOR, CI: 1.70, 1.35-2.14) had a higher likelihood of infection. ",1.70
Risk Factors,What is Ethnicity Hispanic vs. non-Hispanic risk number?,"In age-adjusted, multivariable, and conditional analyses ( Table 3) , black race (OR 0.93, 95% CI 0.64-1.33) and Hispanic ethnicity (OR 1.07, 95% CI 0.61-1.87) were not associated with 30-day mortality (Figure 2b",OR 1.07
Risk Factors,What is Ethnicity Hispanic vs. non-Hispanic risk number?,"Cumulative incidence was higher among Hispanic/Latino (29.2%, 95% CI: 27.2-31.2%), non-Hispanic black/African American (20.2% 95% CI, 18.1-22.3%), and non-Hispanic Asian (12.4%, 95% CI: 9.4-15.4%) adults than non-Hispanic white adults (8.1%, 95% CI: 7.4-8.7%, p<.0001). ",29.2%
Risk Factors,What is Ethnicity Hispanic vs. non-Hispanic risk number?,"We found that Non-White persons were more likely to test positive compared to non-Hispanic Whites (adjOR=1.1, 95% CI: 0.8, 1.6), and that this increased risk is more pronounced among Hispanic or Latino persons (adjOR=2.0, 95%CI: 1.3, 3.1)",adjOR=2.0
Risk Factors,What is Ethnicity Hispanic vs. non-Hispanic risk number?,"Age adjustment procedures used by others, including the New York City Department of Health and Mental Hygiene, lead to the opposite conclusion that Blacks and Hispanics are dying from COVID-19 at higher rates than Whites.",
Risk Factors,What is Ethnicity Hispanic vs. non-Hispanic risk number?,"An analysis of serum 25(OH)D concentrations by race for 2001-2004 indicated mean 25(OH)D concentrations for people over 40 years: non-Hispanic whites,~25-26 ng/mL; non-Hispanic blacks, 14-17 ng/mL; Mexican-Americans, 18-22 ng/mL .",
Risk Factors,What is Ethnicity Hispanic vs. non-Hispanic range minimum?,"In the fully adjusted model, African American race (vs. White; aOR, CI: 1.84, 1.49-2.27) and Hispanic ethnicity (vs. non-Hispanic; aOR, CI: 1.70, 1.35-2.14) had a higher likelihood of infection. ",1.35
Risk Factors,What is Ethnicity Hispanic vs. non-Hispanic range minimum?,"In age-adjusted, multivariable, and conditional analyses ( Table 3) , black race (OR 0.93, 95% CI 0.64-1.33) and Hispanic ethnicity (OR 1.07, 95% CI 0.61-1.87) were not associated with 30-day mortality (Figure 2b",0.61
Risk Factors,What is Ethnicity Hispanic vs. non-Hispanic range minimum?,"Cumulative incidence was higher among Hispanic/Latino (29.2%, 95% CI: 27.2-31.2%), non-Hispanic black/African American (20.2% 95% CI, 18.1-22.3%), and non-Hispanic Asian (12.4%, 95% CI: 9.4-15.4%) adults than non-Hispanic white adults (8.1%, 95% CI: 7.4-8.7%, p<.0001). ",27.2
Risk Factors,What is Ethnicity Hispanic vs. non-Hispanic range minimum?,"We found that Non-White persons were more likely to test positive compared to non-Hispanic Whites (adjOR=1.1, 95% CI: 0.8, 1.6), and that this increased risk is more pronounced among Hispanic or Latino persons (adjOR=2.0, 95%CI: 1.3, 3.1)",1.3
Risk Factors,What is Ethnicity Hispanic vs. non-Hispanic range minimum?,"Age adjustment procedures used by others, including the New York City Department of Health and Mental Hygiene, lead to the opposite conclusion that Blacks and Hispanics are dying from COVID-19 at higher rates than Whites.",
Risk Factors,What is Ethnicity Hispanic vs. non-Hispanic range minimum?,"An analysis of serum 25(OH)D concentrations by race for 2001-2004 indicated mean 25(OH)D concentrations for people over 40 years: non-Hispanic whites,~25-26 ng/mL; non-Hispanic blacks, 14-17 ng/mL; Mexican-Americans, 18-22 ng/mL .",
Risk Factors,What is Ethnicity Hispanic vs. non-Hispanic range maximum?,"In the fully adjusted model, African American race (vs. White; aOR, CI: 1.84, 1.49-2.27) and Hispanic ethnicity (vs. non-Hispanic; aOR, CI: 1.70, 1.35-2.14) had a higher likelihood of infection. ",2.14
Risk Factors,What is Ethnicity Hispanic vs. non-Hispanic range maximum?,"In age-adjusted, multivariable, and conditional analyses ( Table 3) , black race (OR 0.93, 95% CI 0.64-1.33) and Hispanic ethnicity (OR 1.07, 95% CI 0.61-1.87) were not associated with 30-day mortality (Figure 2b",1.87
Risk Factors,What is Ethnicity Hispanic vs. non-Hispanic range maximum?,"Cumulative incidence was higher among Hispanic/Latino (29.2%, 95% CI: 27.2-31.2%), non-Hispanic black/African American (20.2% 95% CI, 18.1-22.3%), and non-Hispanic Asian (12.4%, 95% CI: 9.4-15.4%) adults than non-Hispanic white adults (8.1%, 95% CI: 7.4-8.7%, p<.0001). ",31.2
Risk Factors,What is Ethnicity Hispanic vs. non-Hispanic range maximum?,"We found that Non-White persons were more likely to test positive compared to non-Hispanic Whites (adjOR=1.1, 95% CI: 0.8, 1.6), and that this increased risk is more pronounced among Hispanic or Latino persons (adjOR=2.0, 95%CI: 1.3, 3.1)",3.1
Risk Factors,What is Ethnicity Hispanic vs. non-Hispanic range maximum?,"Age adjustment procedures used by others, including the New York City Department of Health and Mental Hygiene, lead to the opposite conclusion that Blacks and Hispanics are dying from COVID-19 at higher rates than Whites.",
Risk Factors,What is Ethnicity Hispanic vs. non-Hispanic p-value?,"In the fully adjusted model, African American race (vs. White; aOR, CI: 1.84, 1.49-2.27) and Hispanic ethnicity (vs. non-Hispanic; aOR, CI: 1.70, 1.35-2.14) had a higher likelihood of infection. ",
Risk Factors,What is Ethnicity Hispanic vs. non-Hispanic p-value?,"An analysis of serum 25(OH)D concentrations by race for 2001-2004 indicated mean 25(OH)D concentrations for people over 40 years: non-Hispanic whites,~25-26 ng/mL; non-Hispanic blacks, 14-17 ng/mL; Mexican-Americans, 18-22 ng/mL .",
Risk Factors,What is Ethnicity Hispanic vs. non-Hispanic p-value?,"In age-adjusted, multivariable, and conditional analyses ( Table 3) , black race (OR 0.93, 95% CI 0.64-1.33) and Hispanic ethnicity (OR 1.07, 95% CI 0.61-1.87) were not associated with 30-day mortality (Figure 2b",
Risk Factors,What is Ethnicity Hispanic vs. non-Hispanic p-value?,"Cumulative incidence was higher among Hispanic/Latino (29.2%, 95% CI: 27.2-31.2%), non-Hispanic black/African American (20.2% 95% CI, 18.1-22.3%), and non-Hispanic Asian (12.4%, 95% CI: 9.4-15.4%) adults than non-Hispanic white adults (8.1%, 95% CI: 7.4-8.7%, p<.0001). ",
Risk Factors,What is Ethnicity Hispanic vs. non-Hispanic p-value?,"We found that Non-White persons were more likely to test positive compared to non-Hispanic Whites (adjOR=1.1, 95% CI: 0.8, 1.6), and that this increased risk is more pronounced among Hispanic or Latino persons (adjOR=2.0, 95%CI: 1.3, 3.1)",
Risk Factors,What is Ethnicity Hispanic vs. non-Hispanic p-value?,"Age adjustment procedures used by others, including the New York City Department of Health and Mental Hygiene, lead to the opposite conclusion that Blacks and Hispanics are dying from COVID-19 at higher rates than Whites.",
Risk Factors,What is Ethnicity Hispanic vs. non-Hispanic p-value?,"An analysis of serum 25(OH)D concentrations by race for 2001-2004 indicated mean 25(OH)D concentrations for people over 40 years: non-Hispanic whites,~25-26 ng/mL; non-Hispanic blacks, 14-17 ng/mL; Mexican-Americans, 18-22 ng/mL .",
Risk Factors,What is heart failure risk number?,"Risk of hospitalization and of death were higher in patients with heart failure (HR 1.6, 95% CI 1.2 to 2.1and HR 2.3, 95% CI 1.6 to 3.2, respectively)",HR 1.6
Risk Factors,What is heart failure risk number?,"heart failure (OR 4.3 95% CI, 1.9-11.2",OR 4.3
Risk Factors,What is heart failure risk number?,"heart failure (4.4, 2.6 to 8.0, 22%)",4.4
